customer_id,customer_name,primary_region,total_orders,total_units,total_revenue,avg_order_value,avg_days_between_orders,cycle_regularity,buyer_type,customer_segment,first_order,last_order,active_weeks
HB_ALL007,All Nation Shop,George,54,67809.0,15587807.9,288663.10925925925,12.709090909090909,Irregular,High-Value Buyer,Medium Retailer,2024-01-21,2025-12-20,36
HB_HOP001,Hope Cash&Carry,George,68,137578.0,33637591.21,494670.4589705882,9.95774647887324,Irregular,Bulk Buyer,Bulk/Wholesale,2024-01-15,2025-12-22,40
HB_HAA001,HAARLEM SUPERMARKET,George,67,113561.0,26703546.020000003,398560.388358209,10.753846153846155,Irregular,Bulk Buyer,Bulk/Wholesale,2024-01-20,2025-12-19,37
HB_CUT001,"Cut Price C,n,carry",George,71,143609.0,36305763.230000004,511348.777887324,10.144927536231885,Irregular,Bulk Buyer,Bulk/Wholesale,2024-01-22,2025-12-22,43
HB_MOL001,MOLOMO GENERAL DEALER,George,48,57852.0,12577826.450000001,262038.05104166668,14.659574468085106,Irregular,High-Value Buyer,Medium Retailer,2024-01-30,2025-12-19,34
HB_SAL001,Salamuuni Super Market,George,52,90790.0,20454100.35,393348.0836538462,13.23076923076923,Irregular,High-Value Buyer,Medium Retailer,2024-01-31,2025-12-19,36
HB_ALL001,ALL IN ONE STOTE,George,49,76610.0,19038242.830000002,388535.5679591837,14.583333333333334,Irregular,High-Value Buyer,Medium Retailer,2024-01-22,2025-12-22,37
HB_DAN002,DANKAAR WINKEL SHOP,George,53,74707.0,20585284.5,388401.59433962265,13.056603773584905,Irregular,High-Value Buyer,Medium Retailer,2024-01-28,2025-12-20,37
HB_GOL001,Golden Star Supermarket,George,58,92887.0,19876419.2,342696.88275862066,12.321428571428571,Irregular,High-Value Buyer,Medium Retailer,2024-01-29,2025-12-19,38
HB_SUP004,SUPERMARK,George,40,50148.0,12665781.69,316644.54225,17.375,Irregular,High-Value Buyer,Medium Retailer,2024-01-24,2025-12-19,30
HB_ARS001,Arsenal Shop,George,60,103426.0,21960150.119999997,366002.502,11.733333333333333,Irregular,Bulk Buyer,Bulk/Wholesale,2024-01-18,2025-12-22,40
HB_SUN005,Sunshine Superstore,George,43,65660.0,15290482.835,355592.6240697675,16.0,Irregular,High-Value Buyer,Medium Retailer,2024-01-27,2025-12-15,35
HB_HIR001,Hiran Tuck Shop,George,34,33958.0,6459836.78,189995.1994117647,20.085714285714285,Irregular,High-Value Buyer,Medium Retailer,2024-01-16,2025-12-19,31
HB_SUN002,SUNRISE CASH STORE,George,57,73461.0,19780693.049999997,347029.7026315789,12.228070175438596,Irregular,High-Value Buyer,Medium Retailer,2024-01-25,2025-12-22,36
HB_AL 002,AL MUBARAK CASH STORE,George,54,87395.0,18854020.55,349148.5287037037,13.18867924528302,Irregular,High-Value Buyer,Medium Retailer,2024-01-21,2025-12-20,38
HB_WHI001,White LOCATION CASH STORE,George,27,31767.0,8440438.5,312608.8333333333,25.814814814814813,Irregular,High-Value Buyer,Medium Retailer,2024-01-23,2025-12-20,23
HB_SHA002,SHAMIKA SUPERMARKET,George,53,87065.0,19065111.0,359719.07547169813,13.11320754716981,Irregular,High-Value Buyer,Medium Retailer,2024-01-27,2025-12-22,40
HB_ZAM002,Zamazama Shop,George,45,49618.0,11214749.739999998,249216.66088888884,15.666666666666666,Irregular,High-Value Buyer,Medium Retailer,2024-01-17,2025-12-22,35
HB_RAM005,RAMADHAAN SHOP(Ladismith),George,43,70190.0,15461918.979999999,359579.51116279064,16.428571428571427,Irregular,High-Value Buyer,Medium Retailer,2024-01-27,2025-12-17,35
HB_SAI001,SAIFUL MINIMARKET,George,47,73491.0,16555610.149999999,352247.0244680851,7.733333333333333,Monthly,High-Value Buyer,Medium Retailer,2025-01-08,2025-12-22,35
HB_AB 002,"AB Z, GENERAL SHOP",George,40,57794.0,13252914.48,331322.862,17.425,Irregular,High-Value Buyer,Medium Retailer,2024-01-22,2025-12-19,32
HB_FOU001,Fourstar Supermatket,George,62,88636.0,21079483.990000002,339991.67725806456,5.148148148148148,Monthly,High-Value Buyer,Medium Retailer,2025-03-19,2025-12-22,32
HB_BAL001,BALLOTSVIEW SUPERMARKET,George,41,53270.0,11238477.6,274109.2097560975,16.853658536585368,Irregular,High-Value Buyer,Medium Retailer,2024-01-31,2025-12-22,31
HB_50 001,50 Cent Cash Stoee,George,35,40412.0,9690152.33,276861.49514285714,19.571428571428573,Irregular,High-Value Buyer,Medium Retailer,2024-01-31,2025-12-16,30
HB_SAJ001,SAJEED SUPERMARKET,George,59,107780.0,28056828.659999996,475539.4688135593,11.932203389830509,Irregular,Bulk Buyer,Bulk/Wholesale,2024-01-15,2025-12-19,40
HB_MAD003,Madina SupermRket,George,41,66591.0,14346553.85,349915.9475609756,16.428571428571427,Irregular,High-Value Buyer,Medium Retailer,2024-01-23,2025-12-13,32
HB_SPA001,Spaza Rama Shop,George,41,64153.0,14266656.41,347967.2295121951,16.926829268292682,Irregular,High-Value Buyer,Medium Retailer,2024-01-24,2025-12-18,28
HB_ECO001,Econofoods,George,42,63505.0,14747015.0,351119.40476190473,7.05,Monthly,High-Value Buyer,Medium Retailer,2025-03-12,2025-12-19,31
HB_MAD009,Madiba Discount Store,George,47,55514.0,11539266.669999998,245516.31212765953,14.625,Irregular,High-Value Buyer,Medium Retailer,2024-01-17,2025-12-19,38
HB_PLA001,Plate C$carry,George,39,69592.0,15563046.4,399052.4717948718,17.5,Irregular,High-Value Buyer,Medium Retailer,2024-01-18,2025-12-18,32
HB_AWD001,Awdal Cash Stire,George,39,43740.0,8337007.45,213769.4217948718,17.097560975609756,Irregular,High-Value Buyer,Medium Retailer,2024-01-18,2025-12-19,31
HB_LII001,LIIBAAN SHOP,George,6,1371.0,338861.0,56476.833333333336,82.33333333333333,Irregular,High-Value Buyer,Small Retailer,2024-01-22,2025-05-30,7
471,V7 SUPERMARKET,Polokwane,79,87127.0,23057637.564553846,291868.82993106137,4.635135135135135,Bi-weekly,High-Value Buyer,Medium Retailer,2025-01-13,2025-12-22,46
497,B CRON TRADING PTY LTD T/A U-CHOICE CC POLOKWANE,Polokwane,71,85905.0,20574566.912405543,289782.63256909215,4.957142857142857,Bi-weekly,High-Value Buyer,Medium Retailer,2025-01-09,2025-12-22,43
482,SARFARAAZ TRADING POLOKWANE,Polokwane,60,87053.0,17560975.1426544,292682.91904424,5.864406779661017,Monthly,High-Value Buyer,Medium Retailer,2025-01-10,2025-12-22,41
441,OK FOODS POLOKWANE,Polokwane,57,57291.0,12801283.09,224583.91385964912,6.160714285714286,Monthly,High-Value Buyer,Medium Retailer,2025-01-08,2025-12-19,40
513,ROYAL SUPERMRKET MOKOPANE,Polokwane,97,110969.0,26588941.720000003,274112.8012371134,3.897727272727273,Bi-weekly,Bulk Buyer,Bulk/Wholesale,2025-01-10,2025-12-19,44
485,SUPER SAVE POLOKWANE,Polokwane,66,100110.0,21855497.41993846,331143.9003020979,5.3076923076923075,Bi-weekly,Bulk Buyer,Bulk/Wholesale,2025-01-08,2025-12-19,41
454,FOOD HYPER MOKOPANE,Polokwane,59,69717.0,15980207.642769232,270850.9769960887,5.931034482758621,Monthly,High-Value Buyer,Medium Retailer,2025-01-10,2025-12-20,42
27,A1 SUPERMARKET,Polokwane,40,31882.0,6221659.14,155541.4785,8.564102564102564,Monthly,High-Value Buyer,Medium Retailer,2025-01-22,2025-12-22,32
511,UNIMART SUPERMARKET JANE FURSE (PTY) LTD,Polokwane,69,69319.0,14222357.280419528,206121.12000608013,5.384615384615385,Monthly,High-Value Buyer,Medium Retailer,2025-01-06,2025-12-22,40
504,MONA AHMED TRADING T/A CHEAP CHEAP ATOK,Polokwane,56,38697.0,10503407.48,187560.84785714286,6.351851851851852,Monthly,High-Value Buyer,Medium Retailer,2025-01-13,2025-12-22,37
240,EBIESONS SUPER MARKET,Polokwane,44,37338.0,7004598.25,159195.41477272726,8.069767441860465,Monthly,High-Value Buyer,Medium Retailer,2025-01-09,2025-12-22,33
366,MARKET PLACE TZANEEN,Polokwane,48,54112.0,12698638.244584616,264554.96342884615,7.0212765957446805,Monthly,High-Value Buyer,Medium Retailer,2025-01-23,2025-12-19,33
433,ZCW TRADING (PTY) LTD - MEAT & CHICKEN GROBLERSDAL,Polokwane,50,61243.0,12142841.237370552,242856.82474741104,7.166666666666667,Monthly,High-Value Buyer,Medium Retailer,2025-01-09,2025-12-19,38
322,METCASH T/A FRONTLINE HYPER,Cape Town,61,60004.0,12851832.66,210685.7813114754,5.766666666666667,Monthly,High-Value Buyer,Medium Retailer,2025-01-10,2025-12-22,39
977,ELDORADO CASH & CARRY,Cape Town,16,12117.0,2630719.7,164419.98125,8.933333333333334,Bi-weekly,High-Value Buyer,Medium Retailer,2025-08-08,2025-12-20,15
311,SAVOY SUPERMARKET,Cape Town,42,41445.0,9946341.5,236817.65476190476,8.439024390243903,Monthly,High-Value Buyer,Medium Retailer,2025-01-07,2025-12-19,34
976,MAMBO CASH & CARRY,Cape Town,13,5508.0,1368197.8900000001,105245.99153846155,10.333333333333334,Monthly,High-Value Buyer,Small Retailer,2025-08-18,2025-12-20,11
494,BAFANA BAFANA WHOLESALERS TZANEEN,Polokwane,26,31957.0,6040833.869723077,232339.76422011835,8.16,Sporadic,High-Value Buyer,Medium Retailer,2025-05-29,2025-12-19,17
479,ONE BY ONE MARKET (PTY) LTD,Polokwane,10,5610.0,1062573.0,106257.3,12.666666666666666,Monthly,High-Value Buyer,Medium Retailer,2025-08-28,2025-12-20,9
HB_DFS001,Cash & Carry DF Scott,George,44,80313.0,16699081.440000001,379524.5781818182,6.558139534883721,Sporadic,High-Value Buyer,Medium Retailer,2025-03-12,2025-12-19,27
HB_CHE002,Cheap Cheap Shop,George,30,36912.0,6117103.550000001,203903.4516666667,23.233333333333334,Irregular,High-Value Buyer,Medium Retailer,2024-01-23,2025-12-20,28
HB_PRO001,Protea Supersave,George,31,30195.0,9765949.8,315030.63870967744,22.70967741935484,Irregular,High-Value Buyer,Medium Retailer,2024-01-16,2025-12-20,23
HB_KWL001,Kwllos Shop,George,22,25387.0,6416285.5,291649.3409090909,32.0,Irregular,High-Value Buyer,Medium Retailer,2024-01-18,2025-12-22,20
HB_TAW004,Tawakal Cash Store,George,33,38636.0,10325097.24,312881.73454545456,21.78125,Irregular,High-Value Buyer,Medium Retailer,2024-01-25,2025-12-22,21
HB_SAF001,Safeway Super Market Themplethu,George,21,42390.0,8226635.0,391744.5238095238,11.55,Irregular,High-Value Buyer,Large Retailer,2025-05-02,2025-12-19,17
154,KING HARDWARE & STEEL EVATON,Hardware,96,72712.0,8706585.6,90693.59999999999,5.722222222222222,Sporadic,High-Value Buyer,Medium Retailer,2025-02-11,2025-12-17,26
96,ZA BUILDERS & STEEL,Hardware,819,346279.0,43609948.0,53247.79975579976,1.8837209302325582,Monthly,Bulk Buyer,Bulk/Wholesale,2025-02-01,2025-12-22,35
141,HAJI YAMIN & SONS (PTY) LTD,Hardware,202,131447.0,12374761.42,61261.19514851485,3.027027027027027,Monthly,Bulk Buyer,Bulk/Wholesale,2025-01-20,2025-12-22,35
123,DENENPINE PTY LTD,Hardware,86,49088.0,4937760.0,57415.813953488374,7.155555555555556,Sporadic,High-Value Buyer,Medium Retailer,2025-02-01,2025-12-20,20
44,YUSUF BUILDING MATERIAL CC,Hardware,67,90960.0,29814000.0,444985.0746268657,6.173076923076923,Sporadic,High-Value Buyer,Medium Retailer,2025-02-05,2025-12-23,30
125,ALLIED HOME CENTRE,Hardware,64,12740.0,17120800.0,267512.5,5.732142857142857,Sporadic,High-Value Buyer,Small Retailer,2025-02-04,2025-12-22,33
46,LENASIA QUICK BUILD,Hardware,384,473837.0,75577124.0,196815.42708333334,2.0440251572327046,Monthly,Bulk Buyer,Bulk/Wholesale,2025-02-01,2025-12-23,35
115,MH MAGNAT PTY LTD,Hardware,82,99657.0,15142782.0,184668.07317073172,5.517241379310345,Sporadic,High-Value Buyer,Medium Retailer,2025-02-01,2025-12-18,34
164,A HARDWARE MOKALE,Hardware,50,43244.0,5487780.0,109755.6,21.357142857142858,Irregular,High-Value Buyer,Medium Retailer,2025-02-12,2025-12-08,10
28,WALK IN CASH,Hardware,87,12077.0,2005316.6,23049.616091954023,5.517241379310345,Sporadic,Frequent Buyer,Small Retailer,2025-02-06,2025-12-23,28
200,Rehan Z Hardware,Hardware,60,21774.0,3833892.0,63898.2,12.333333333333334,Irregular,High-Value Buyer,Small Retailer,2025-02-18,2025-12-11,16
108,WELGEVAL HARDWARE,Hardware,23,6576.0,1839818.0,79992.08695652174,13.5,Irregular,High-Value Buyer,Small Retailer,2025-02-18,2025-12-12,18
75,GEEDGALE TRADING PTY (LTD),Hardware,203,91210.0,11701563.6,57643.17044334975,2.981651376146789,Monthly,High-Value Buyer,Small Retailer,2025-02-01,2025-12-23,35
19,MUNAAF HARDWARE,Hardware,16,1601.0,2018300.0,126143.75,19.933333333333334,Irregular,High-Value Buyer,Small Retailer,2025-02-10,2025-12-06,13
142,NTAOLENG,Hardware,74,15101.0,1927096.74,26041.84783783784,6.588235294117647,Sporadic,Frequent Buyer,Small Retailer,2025-01-20,2025-12-22,27
30,EXPORT & IMPORT MOVEMENT CC,Hardware,43,43800.0,10190916.0,236998.0465116279,7.780487804878049,Sporadic,High-Value Buyer,Medium Retailer,2025-02-04,2025-12-20,29
176,DAWSONS HARDWARE LYDENBURG,Hardware,24,25488.0,3866992.0,161124.66666666666,33.22222222222222,Irregular,High-Value Buyer,Medium Retailer,2025-02-14,2025-12-10,8
64,APEL BUILDERS HARDWARE,Hardware,6,600.0,750000.0,125000.0,59.4,Irregular,High-Value Buyer,Small Retailer,2025-02-17,2025-12-11,6
299,DH CONSTRUCTION & PROJECT MANAGEMENT,Hardware,30,18276.0,2995368.0,99845.6,18.823529411764707,Irregular,High-Value Buyer,Medium Retailer,2025-02-01,2025-12-18,10
26,SANDOL NUR FARAH,Hardware,12,402.0,304500.0,25375.0,29.09090909090909,Irregular,Regular Buyer,Small Retailer,2025-02-01,2025-12-18,10
119,MEGA ZZBM,Hardware,12,5982.0,855900.0,71325.0,29.181818181818183,Irregular,High-Value Buyer,Small Retailer,2025-02-01,2025-12-19,10
1,PAPATA HARDWARE CC,Hardware,30,19866.0,2030580.0,67686.0,18.941176470588236,Irregular,High-Value Buyer,Medium Retailer,2025-02-01,2025-12-20,14
251,ACE DISTRIBUTORS POLOKWANE,Hardware,72,53393.0,20116580.0,279396.94444444444,11.137931034482758,Irregular,High-Value Buyer,Medium Retailer,2025-02-03,2025-12-23,13
576,7 DAYS BIG AND SAVE SHOP,Gauteng,9,2437.0,493208.2,54800.91111111111,46.142857142857146,Irregular,High-Value Buyer,Small Retailer,2025-01-30,2025-12-19,7
161,FAYSAL ETHOIUPIAN MACAWIYE,Gauteng,26,21244.0,3698790.57,142261.17576923076,15.318181818181818,Sporadic,High-Value Buyer,Medium Retailer,2025-01-17,2025-12-20,18
465,ETHIO,Gauteng,12,989.0,300248.13,25020.6775,29.363636363636363,Irregular,Regular Buyer,Small Retailer,2025-01-29,2025-12-18,10
109,NINE STARS,Gauteng,11,6428.0,822102.1699999999,74736.5609090909,34.4,Irregular,High-Value Buyer,Medium Retailer,2025-01-10,2025-12-20,9
405,DIAPER WORLD,Gauteng,9,803.0,191655.22999999998,21295.025555555552,42.0,Irregular,Occasional Buyer,Small Retailer,2025-01-16,2025-12-18,8
888,DR MS NALLA,Gauteng,12,995.0,183082.59999999998,15256.883333333331,30.636363636363637,Irregular,Regular Buyer,Small Retailer,2025-01-17,2025-12-20,10
424,HILLBROW SPAR,Gauteng,11,2507.0,576362.69,52396.60818181818,38.111111111111114,Irregular,High-Value Buyer,Small Retailer,2025-01-10,2025-12-19,7
348,UNIMART HYPERMARKET MIDRAND,Gauteng,18,22147.0,4061365.66,225631.42555555556,19.529411764705884,Irregular,High-Value Buyer,Medium Retailer,2025-01-22,2025-12-20,15
705,SWAZI INN GENERAL DEALER,Gauteng,9,2392.0,592179.52,65797.72444444445,42.625,Irregular,High-Value Buyer,Small Retailer,2025-01-13,2025-12-20,8
590,HAJI FAMILY SUPERMARKET,Gauteng,24,3464.0,706882.04,29453.418333333335,17.25,Irregular,Regular Buyer,Small Retailer,2025-01-08,2025-12-19,14
425,MUDAU TUCKSHOP,Gauteng,11,766.0,151860.18,13805.47090909091,38.22222222222222,Irregular,Regular Buyer,Small Retailer,2025-01-09,2025-12-19,8
600,tawakal 2 shop,Gauteng,12,7687.0,2375294.85,197941.23750000002,35.888888888888886,Irregular,High-Value Buyer,Medium Retailer,2025-01-30,2025-12-19,8
192,FOREMOST,Gauteng,13,1877.0,354846.77,27295.905384615387,27.75,Irregular,Regular Buyer,Small Retailer,2025-01-21,2025-12-20,12
324,AVOCADO WINNIE TUCKSHOP,Gauteng,21,4037.0,888393.68,42304.460952380956,20.235294117647058,Irregular,Regular Buyer,Small Retailer,2025-01-09,2025-12-19,11
172,R10 SHOP,Gauteng,17,3290.0,825876.2899999999,48580.958235294114,22.933333333333334,Irregular,Regular Buyer,Small Retailer,2025-01-10,2025-12-20,11
625,NEW RETHABILE SUPERMARKET,Gauteng,11,671.0,215273.4,19570.30909090909,33.7,Irregular,Regular Buyer,Small Retailer,2025-01-17,2025-12-20,9
207,FREEDOM GENERAL DEALER 2,Gauteng,10,3673.0,639543.36,63954.335999999996,36.111111111111114,Irregular,High-Value Buyer,Small Retailer,2025-01-29,2025-12-20,9
706,RAINBOW HAWKERS CASH AND CARRY,Gauteng,15,7123.0,1119677.2200000002,74645.14800000002,24.642857142857142,Irregular,High-Value Buyer,Small Retailer,2025-01-09,2025-12-20,13
210,FOOD EXPRESS,Gauteng,14,3463.0,495595.23,35399.65928571428,26.153846153846153,Irregular,Regular Buyer,Small Retailer,2025-01-14,2025-12-20,10
HB_LUC003,Lucy Shop Themp,George,7,10443.0,1879385.6,268483.65714285715,6.0,Weekly,High-Value Buyer,Medium Retailer,2025-11-11,2025-12-17,6
421,CHOICE 786 HAWKERS CENTRE DZANANI,Polokwane,19,16706.0,4631403.6,243758.0842105263,19.055555555555557,Irregular,High-Value Buyer,Medium Retailer,2025-01-11,2025-12-20,15
127,ASAD HARDWARE KWAMHLANGA,Hardware,17,14897.0,2409770.0,141751.17647058822,20.125,Irregular,High-Value Buyer,Medium Retailer,2025-02-03,2025-12-22,9
33,KULANI HARDWARE,Hardware,6,4182.0,384540.0,64090.0,63.8,Irregular,High-Value Buyer,Medium Retailer,2025-02-04,2025-12-20,6
898,TRIPLE CREST TRADING,Cape Town,9,14291.0,3302702.0,366966.8888888889,19.75,Irregular,High-Value Buyer,Medium Retailer,2025-01-23,2025-06-30,9
912,N AND F COSMETICS,Cape Town,4,1193.0,333386.0,83346.5,9.333333333333334,Bi-weekly,High-Value Buyer,Small Retailer,2025-02-22,2025-03-22,4
657,SUPERSET NETWORK STRATEGIES CC,Gauteng,22,43656.0,10215952.33,464361.46954545454,7.9,Sporadic,High-Value Buyer,Medium Retailer,2025-01-21,2025-06-28,13
641,Y&M SUPERMARKET,Gauteng,3,370.0,159140.0,53046.666666666664,5.0,Bi-weekly,High-Value Buyer,Small Retailer,2025-01-20,2025-01-30,2
20448,ZVAKANAKA SUPERMARKET,Gauteng,1,8.0,1459.96,1459.96,,One-time,Occasional Buyer,Small Retailer,2025-01-20,2025-01-20,1
HB_SAV010,Save To Save,George,3,1493.0,201151.0,67050.33333333333,29.5,Irregular,High-Value Buyer,Small Retailer,2025-01-07,2025-03-07,2
HB_BAK002,Bakaal Cash Store,George,2,4460.0,897040.0,448520.0,183.0,Irregular,High-Value Buyer,Large Retailer,2024-01-22,2025-01-22,3
HB_CEN001,Centerpoint Minimarket,George,3,4957.0,1100460.8333375,366820.27777916664,102.75,Irregular,High-Value Buyer,Medium Retailer,2024-01-15,2025-03-01,4
HB_COM006,Community ShopNo1,George,2,3516.0,621171.0,310585.5,213.5,Irregular,High-Value Buyer,Medium Retailer,2024-01-16,2025-03-18,3
HB_CIT001,City Shop No2,George,1,3200.0,1113600.0,1113600.0,366.0,Sporadic,High-Value Buyer,Large Retailer,2024-01-17,2025-01-17,2
HB_BIS001,Bismillah Shop2,George,1,5240.0,881170.0,881170.0,366.0,Sporadic,High-Value Buyer,Large Retailer,2024-01-18,2025-01-18,2
HB_SAV002,Savemore Tuckshop,George,3,3602.0,352844.0,117614.66666666667,143.33333333333334,Irregular,High-Value Buyer,Medium Retailer,2024-01-20,2025-03-25,4
HB_CAS001,Cash by Counter Shop,George,5,3070.0,993986.0,198797.2,86.4,Irregular,High-Value Buyer,Medium Retailer,2024-01-20,2025-03-27,6
HB_ETH002,ETHIOPIAN BROTHERS SHOP,George,2,5894.0,1683753.4,841876.7,125.0,Irregular,High-Value Buyer,Large Retailer,2024-01-20,2025-01-29,4
HB_MOO001,MOONLIGHT SHOP,George,6,4860.0,899273.0,149878.83333333334,61.714285714285715,Irregular,High-Value Buyer,Medium Retailer,2024-01-21,2025-03-28,8
HB_NEP001,NEPON CORNER SHOP,George,2,1600.0,260270.0,130135.0,215.0,Irregular,High-Value Buyer,Medium Retailer,2024-01-21,2025-03-26,3
HB_ROC001,ROCKYS STORE,George,1,120.0,178800.0,178800.0,366.0,Sporadic,High-Value Buyer,Small Retailer,2024-01-24,2025-01-24,2
HB_SUP001,Super One,George,1,4530.0,1506920.0,1506920.0,366.0,Sporadic,High-Value Buyer,Large Retailer,2024-01-31,2025-01-31,2
892,LEMLEN GENERAL DEALER,Cape Town,3,1355.0,229874.5,76624.83333333333,8.0,Bi-weekly,High-Value Buyer,Small Retailer,2025-03-08,2025-03-24,3
776,MDU & LOVE MORE,Cape Town,2,519.0,95128.0,47564.0,10.0,Bi-weekly,Occasional Buyer,Small Retailer,2025-03-10,2025-03-20,2
HB_HAP001,Happy People Shop,George,2,1002.0,384264.0,192132.0,20.0,Monthly,High-Value Buyer,Medium Retailer,2025-10-01,2025-10-21,2
HB_MYE001,MYEEM SUPERMARKET,George,3,5383.0,2145211.0,715070.3333333334,3.5,Weekly,High-Value Buyer,Medium Retailer,2025-10-08,2025-10-15,2
